userId,cat_gender,cat_level,cat_method,cat_location_state,cat_user_agent,count_per_activetime_Submit_Downgrade,count_per_activetime_Thumbs_Down,count_per_activetime_Home,count_per_activetime_Downgrade,count_per_activetime_Roll_Advert,count_per_activetime_Logout,count_per_activetime_Save_Settings,count_per_activetime_About,count_per_activetime_Settings,count_per_activetime_Add_to_Playlist,count_per_activetime_Add_Friend,count_per_activetime_NextSong,count_per_activetime_Thumbs_Up,count_per_activetime_Help,count_per_activetime_Upgrade,count_per_activetime_Error,count_per_activetime_Submit_Upgrade,weely_page_std_Home,weely_page_std_Add_to_Playlist,weely_page_std_NextSong,weely_page_std_Thumbs_Up,daily_page_std_Home,daily_page_std_Logout,daily_page_std_Add_to_Playlist,daily_page_std_NextSong,daily_page_std_Thumbs_Up,interaction_timelength_Thumbs_Down,interaction_timelength_Home,interaction_timelength_Roll_Advert,interaction_timelength_Logout,interaction_timelength_Settings,interaction_timelength_Add_to_Playlist,interaction_timelength_Add_Friend,interaction_timelength_NextSong,interaction_timelength_Thumbs_Up,interaction_timelength_Help,num_uni_songs_per_time,num_uni_artists_per_time,num_uni_sessions_per_time,avg(Thumbs_Down_interaction_per_session),avg(Home_interaction_per_session),avg(Roll_Advert_interaction_per_session),avg(Logout_interaction_per_session),avg(Settings_interaction_per_session),avg(Add_to_Playlist_interaction_per_session),avg(Add_Friend_interaction_per_session),avg(NextSong_interaction_per_session),avg(Thumbs_Up_interaction_per_session),avg(Help_interaction_per_session),max(Thumbs_Down_interaction_per_session),max(Home_interaction_per_session),max(Roll_Advert_interaction_per_session),max(Logout_interaction_per_session),max(Settings_interaction_per_session),max(Add_to_Playlist_interaction_per_session),max(Add_Friend_interaction_per_session),max(NextSong_interaction_per_session),max(Thumbs_Up_interaction_per_session),max(Help_interaction_per_session),min(Thumbs_Down_interaction_per_session),min(Home_interaction_per_session),min(Roll_Advert_interaction_per_session),min(Logout_interaction_per_session),min(Settings_interaction_per_session),min(Add_to_Playlist_interaction_per_session),min(Add_Friend_interaction_per_session),min(NextSong_interaction_per_session),min(Thumbs_Up_interaction_per_session),min(Help_interaction_per_session),avg(sessiontime),max(sessiontime),min(sessiontime),avg_unique_songs_per_session,max_unique_songs_per_session_x,max_unique_songs_per_session_y,Churn
10,M,paid,GET,MS,Macintosh; Intel Mac OS X 10_9_4,0.0,0.039936102236421724,0.5990415335463258,0.039936102236421724,0.0,0.1597444089456869,0.0,0.0,0.07987220447284345,0.5591054313099041,0.11980830670926516,14.376996805111819,0.6789137380191692,0.11980830670926516,0.0,0.039936102236421724,0.0,0.0,0.0,0.0,0.0,6.363961030678928,0.0,0.0,222.03152929257593,0.0,0.0,23.311666666666667,0.0,20.36138888888889,23.725833333333334,18.587222222222223,14.49638888888889,25.02861111111111,21.6725,9.367777777777778,13.977635782747603,12.220447284345047,0.039936102236421724,1.0,15.0,0.0,4.0,2.0,14.0,3.0,360.0,17.0,3.0,1.0,15.0,0.0,4.0,2.0,14.0,3.0,360,17.0,3.0,1.0,15.0,0.0,4.0,2.0,14.0,3.0,360,17.0,3.0,1502.4,1502.4,1502.4,350.0,350,350,1
100,M,paid,PUT,TX,Windows NT 6.1; WOW64; rv:30.0,0.0,0.025351017380863067,0.09249695530855444,0.02740650527660872,0.005481301055321744,0.02466585474894785,0.001370325263830436,0.008221951582982615,0.011647764742558707,0.06440528740003049,0.04864654686598048,2.3172200211372673,0.09797825636387618,0.011647764742558707,0.000685162631915218,0.002055487895745654,0.000685162631915218,7.153087911291645,4.623610902506587,201.00514089611406,8.327331171776732,2.4885451860187597,1.1496249070460265,2.0223617604046735,70.9547478912658,3.8098715159099434,1390.7747222222222,1456.9316666666666,1289.053611111111,1454.4733333333331,1393.0658333333333,1457.021111111111,1415.6236111111111,1459.5022222222221,1425.0105555555556,1374.6230555555555,1.942436061479643,1.3449742464495729,0.026721342644693502,1.6818181818181819,3.9705882352941178,2.0,1.894736842105263,1.2142857142857142,3.6153846153846154,2.9583333333333335,86.71794871794872,5.107142857142857,1.2142857142857142,5.0,11.0,5.0,5.0,3.0,10.0,8.0,405,18.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,350.4777777777778,1645.2333333333333,0.016666666666666666,84.8974358974359,380,1,0
100001,F,free,GET,FL,Macintosh; Intel Mac OS X 10_6_8,0.0,0.031208010055914354,0.12483204022365742,0.0,0.4057041307268866,0.06241602011182871,0.0,0.031208010055914354,0.09362403016774305,0.09362403016774305,0.031208010055914354,2.9959689653677777,0.15604005027957177,0.031208010055914354,0.06241602011182871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,1.4142135623730951,2.1213203435596424,0.0,29.231111111111108,31.488888888888887,20.73861111111111,28.64,28.358888888888888,0.0,31.9725,29.02777777777778,0.0,2.9959689653677777,2.902344935200035,0.09362403016774305,1.0,1.3333333333333333,4.333333333333333,1.0,1.5,1.5,1.0,32.0,1.6666666666666667,1.0,1.0,2.0,7.0,1.0,2.0,2.0,1.0,47,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1.0,1.0,137.66111111111113,202.13333333333333,42.13333333333333,32.0,47,10,1
100002,F,free,PUT,CA,Windows NT 6.1; WOW64; rv:32.0,0.00177050254239247,0.00354100508478494,0.021246030508709643,0.00354100508478494,0.00885251271196235,0.005311507627177411,0.0,0.0,0.0,0.005311507627177411,0.0,0.24255884830776842,0.01416402033913976,0.00354100508478494,0.00177050254239247,0.0,0.00177050254239247,2.0,0.0,26.663020584072363,1.1547005383792515,1.0954451150103321,0.7071067811865476,0.0,17.611549240957384,1.1547005383792515,2.678611111111111,564.7630555555555,564.7947222222223,302.3525,0.0,488.0230555555556,0.0,564.8027777777777,563.2972222222222,563.0708333333333,0.24078834576537594,0.22662432542623617,0.00708201016956988,2.0,3.0,1.6666666666666667,1.5,0.0,1.0,0.0,34.25,2.0,1.0,2.0,6.0,3.0,2.0,0.0,1.0,0.0,73,3.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,14,1.0,1.0,150.2625,333.43333333333334,52.63333333333333,34.25,73,14,0
100003,F,paid,PUT,FL,Windows NT 6.1; WOW64; rv:31.0,0.0,0.014056064957761526,0.04357380136906073,0.018272884445089985,0.05762986632682226,0.016867277949313832,0.0014056064957761526,0.002811212991552305,0.00562242598310461,0.0267065234197469,0.01124485196620922,0.9291058937080369,0.02248970393241844,0.004216819487328458,0.002811212991552305,0.0014056064957761526,0.0014056064957761526,5.036533199202271,5.718391382198319,119.83057484075867,3.4641016151377544,2.554951619459315,0.9258200997725514,2.9944392908634274,58.556291598036545,1.632993161855452,708.0788888888889,709.7997222222222,711.3755555555556,706.3641666666666,303.14472222222224,708.8741666666666,554.0322222222222,711.4283333333333,679.65,407.37638888888887,0.8785040598600954,0.7660555401980031,0.012650458461985373,2.5,3.875,8.2,1.7142857142857142,2.0,3.8,2.0,82.625,3.2,1.0,6.0,13.0,15.0,4.0,3.0,14.0,4.0,319,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,296.92777777777775,1277.2333333333333,0.0,81.375,311,2,1
100004,F,free,GET,NY,compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0,0.0,0.007368404893848917,0.06263144159771579,0.0,0.16210490766467617,0.03315782202232013,0.0,0.0,0.0,0.025789417128471208,0.025789417128471208,0.9652610410942081,0.055263036703866876,0.01842101223462229,0.007368404893848917,0.0036842024469244585,0.0,2.8867513459481287,0.0,74.06978691297373,2.1213203435596424,2.792848008753788,1.7320508075688772,2.1213203435596424,58.679638717360895,1.7320508075688772,227.1788888888889,271.1191666666667,271.34444444444443,240.5086111111111,0.0,17.59722222222222,270.9788888888889,271.36333333333334,151.89138888888888,229.16583333333335,0.9431558264126614,0.891576992155719,0.01842101223462229,1.0,3.4,8.8,2.25,0.0,3.5,2.3333333333333335,52.4,5.0,1.6666666666666667,1.0,6.0,15.0,4.0,0.0,5.0,4.0,103,6.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,11,4.0,1.0,222.09666666666666,444.75,48.516666666666666,52.0,102,11,1
100005,M,free,PUT,LA,Macintosh; Intel Mac OS X 10_9_4,0.0,0.008702715247157112,0.02610814574147134,0.0,0.14794615920167092,0.008702715247157112,0.0,0.0,0.0,0.008702715247157112,0.0,0.6265954977953121,0.017405430494314224,0.0,0.008702715247157112,0.0,0.0,0.0,0.0,29.698484809834994,0.0,0.0,0.0,0.0,29.698484809834994,0.0,0.0,2.549722222222222,114.78027777777778,0.0,0.0,0.0,0.0,114.89472222222223,2.111388888888889,0.0,0.6265954977953121,0.6004873520538409,0.017405430494314224,1.0,3.0,8.5,1.0,0.0,1.0,0.0,36.0,2.0,0.0,1.0,3.0,13.0,1.0,0.0,1.0,0.0,57,2.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,15,2.0,0.0,139.03333333333333,223.68333333333334,54.38333333333333,36.0,57,15,1
100006,F,paid,GET,MI,Windows NT 6.3; WOW64,0.0007384772926437816,0.0022154318779313447,0.008861727511725379,0.0007384772926437816,0.027323659827819917,0.0022154318779313447,0.0,0.0007384772926437816,0.0014769545852875631,0.0014769545852875631,0.0007384772926437816,0.21785080132991555,0.010338682097012941,0.0007384772926437816,0.0007384772926437816,0.0,0.0007384772926437816,1.6733200530681511,0.0,42.64387412044079,2.380476142847616,1.6733200530681511,0.0,0.0,35.226647110769235,2.3804761428476167,1352.2069444444446,1351.158888888889,1353.3747222222223,1347.9947222222222,718.9333333333333,629.036111111111,0.0,1354.1369444444442,1351.925,0.0,0.21120450569612154,0.19274257338002698,0.003692386463218908,1.5,2.4,9.25,1.0,1.0,1.0,1.0,73.75,3.5,1.0,2.0,5.0,16.0,1.0,1.0,1.0,1.0,109,7.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,41,2.0,1.0,235.97666666666663,415.05,0.0,72.5,107,41,0
100007,F,free,PUT,AR,Windows NT 6.3; WOW64,0.0007259958545636704,0.004355975127382022,0.030491825891674155,0.013067925382146066,0.022505871491473782,0.009437946109327714,0.0,0.0,0.0029039834182546815,0.0196018880732191,0.007259958545636704,0.6192744639428108,0.029039834182546815,0.0007259958545636704,0.0014519917091273407,0.002177987563691011,0.0007259958545636704,1.632993161855452,2.0354009783964297,62.497857106121195,3.6839419880650364,2.0225995873897262,1.2149857925879117,1.5,40.326977961597265,1.747725795010606,1031.9361111111111,1376.35,1376.2324999999998,1044.2558333333334,556.0777777777778,1044.6944444444443,905.4097222222223,1377.4180555555554,1376.6475,0.0,0.5822486753600636,0.49367718110329584,0.008711950254764044,1.0,3.5,4.428571428571429,2.1666666666666665,1.0,3.375,1.4285714285714286,71.08333333333333,4.0,1.0,1.0,9.0,19.0,6.0,1.0,8.0,3.0,186,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,1.0,1.0,288.9013888888889,749.25,37.11666666666667,70.66666666666667,184,9,0
100008,F,free,GET,CA,Macintosh; Intel Mac OS X 10.7; rv:31.0,0.0,0.003640243621281997,0.01092073086384599,0.003640243621281997,0.002184146172769198,0.003640243621281997,0.0,0.0014560974485127987,0.0007280487242563993,0.008008535966820392,0.007280487242563994,0.28102680756297016,0.013832925760871587,0.0007280487242563993,0.0,0.0,0.0,1.8708286933869707,0.9574271077563381,21.602468994692867,1.7224014243685084,1.51657508881031,0.5,1.0954451150103321,23.283961371357258,0.9511897312113418,783.3227777777778,1372.6458333333333,1369.2783333333332,1368.466111111111,0.0,1322.3541666666667,1168.3836111111111,1373.5263888888887,1369.783611111111,0.0,0.27083412542338053,0.24462437135015017,0.004368292345538396,1.25,3.0,1.5,1.25,1.0,2.75,3.3333333333333335,64.33333333333333,3.1666666666666665,1.0,2.0,6.0,2.0,2.0,1.0,4.0,8.0,91,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,37,1.0,1.0,262.2944444444445,386.0,141.41666666666666,63.5,90,37,0
